Username,Review,airline
VINITH.VIJAYAN,we had flown malindo air from mumbai to kaulalumpur and penang. the airline is kmown for thier efficiency and adherence to timelines. service and hospitality is very good,malindo
C.M G,"My partner & I flew from Bali to Sydney with Malindo Air recently & it was quite honestly one of the worst experiences we’ve been through. We payed an extra $75AUD for each ticket to have the exit row at the front of the plane. Around half an hour into the flight, we were asked…",malindo
Phunjo,When we flew over 1 hour the fight was great but after one hour oh no !!!! The plane started shaking yet the flight attendant did not inform us very bad service and ew we got bad food and everyone started praying and we thought that it was our last day and this plane the worst…,malindo
Randy Gold,"There's so many things I would like to say about Malindo, but here's the top things: - 3rd person in line and still waited 45 minutes to check in at the desk because they do not do online check-in and were very slow. - At check-in, we (my husband and I) had one 19kg bag for the…",malindo
jillnind50,Please think about it. Its a very big no from me. It was an experience I do not wish to have again. The food what there was of it was bad. Drinks not free only water. I know its budget but really it not pleasant. The seats are too close together. I am only a small lady…,malindo
ndjunke53,Booked this airline because this was the only airline had direct flight from Langkawi to Phuket for less than an hour flight time Two months before the trip they changed nonstop flight to one layover with 5.5 hours trip. If this was the case from beginning I wouldn’t booked…,malindo
Alex,"Do not fly with Malindo anymore Rip off , ridiculous cost for nothing and they know how to make the money",malindo
Kristyn Fanstone,My Malindo Air flight was delayed by 3 hours for reasons that were not revealed to the customers. This delay caused me to miss my next flight which was international and left me stranded in Kuala Lumpur Airport for 24 hours until I could fly out on the same flight a day later.…,malindo
Kirandeep K,"I travelled through this airline from indias to Melbourne. The flight was on 19th feb, 2019 at around 10pm and it was the most bad exprience of my life. i couldn't ever think about such experience. we got boarding pass and everything, went to aircraft. aircraft was about to fly,…",malindo
Lola,"I am a frequent flyer, and this is the first time in my life I’ve experienced such a bad experience! For ten hours flight you have to pay for glass of water or headphones to watch the movie for paying $1400 AU. Forget about food or snacks. The toilets were disgusting. I’ll…",malindo
Jaws Kee,"The following is a review by my Dad, Mr Kee. He is the traveller on the flight. Upon arrival at Singapore Changi Airport on 6/12/19, proceed to the conveyor belt for my luggage. Upon retrieving my luggage, i saw 2 holes seems to be drilled into my luggage. Nothing was missing…",malindo
Victoria,"Nothing is free on the plane, au$1 for a little cup of water (you r not allowed to bring ur own water), Au$7 for the blanket, it was freezing on the plane and we had no choice but pay for the blanket, and the worst part was that one of the really rude crew members said CASH…",malindo
Craigaus,Worst airline to fly with. Sat on tarmac for 60 minutes with no aircon working and no announcements from Captain why delayed. All passengers dehydrated and when asked for water that said 5000Rp ($A5.00).....are they kidding NO. Airline hostesses rude and ignorant. If flying…,malindo
Steven R,After security I bought some water for the long flight. Unknown to me they make you dump all water or leave your water bottle at the gate before you board. Way to make people spend money at airport prices to get water in a tropical environment only to have them dump it 5 mins…,malindo
Michelle P,"I travelled with Malindo Air recently return Brisbane to Bali. It was the WORST airline I have ever travelled in my life. 2 flights of absolute hell on earth. Thankfully only a 5.5 hour flight. Both ways, only some of the entertainment systems were working and they didn't even…",malindo
kannan r,We booked particular date for some important work but they rescheduled m Our flying date. Not gonna suggest this airline to my friends and family members. -Kannan,malindo
Manveer Singh Sakhi,Malindo air lines is not to be taken as a reliable or at all a responsible airline. We had our flight on 21st Dec 2019 from Langkawi connection via KL to Delhi. For weather reasons in Delhi the flight got cancelled. But strangely all other Airlines like AIR ASIA and MALAYSIAN…,malindo
john gorman,"When i went to check in, the lady weighed my bag and told me that the 15 kilos would cost me another 575 baht, or about 185 American dollars. Everyone in the long and slow line got the same story. and no, i could not carry it on.Then she upgraded me to First Class and it cost…",malindo
An0nym0usC0ntribut0r,"As the old saying goes, you get what you pay for. If you pay for a flight with Malindo that is what you get and nothing more. On our return flight we experienced lack of snacks for purchase (snickers bars or green tea pocky sticks being the only options) one choice of beer (as…",malindo
Sarala L,Malindo is always late. I have taken many flights even before but everyday it’s way behind schedule without an apology or a reason. Only good thing about it is leg space comparative to air asia and seasonal offers. If you want to go somewhere on time never pick Malindo,malindo
stevemartinwright,"After recently booking a holiday in Bali we decided we would treat ourselves to business class for the 5 & a half hour flight from Adelaide. Definitely not worth the extra cost, although we did have the extra leg room that is as far as the extra cost went, hopelessly inattentive…",malindo
Qussay T,"The worst experience any human could ever have, the most unprofessional staff and that’s exactly what you will get buy not travelling on a premium airlines. Just rude staff and miss management and zero common sense.",malindo
vinika y,I am travelling along from New Delhi airport to kuala lumpur. I reached airport early to ensure timely check in and all. Went on counter two ladies sitting they check my luggage and it was over weight by few khs. Initially they were chit chatting among themselves and later gave…,malindo
Kamalakkannan K,KUL- RGN flight rescheduled twice (total delay 4:30hrs). No one available at KUL transfer desk. Need to reach another transfer desk located at far location. Just offered 20 MYR coupon to exchange for dinner. Can not get anything for that coupon other than drinks. The prebooked…,malindo
Kali H,"For some reason, leaving the airport in Bali, there was another security check at the gate where they were looking for liquids. I saw them make a girl chug her water bottle before tossing it out. Once through this security check there are no restrooms, water, anything available.…",malindo
pooja S,Do not travel this airline. Flight was cancelled by the airline after sitting in the flight for 2.30 hours. Would expect a full refund but also lost the airfare of a connecting flight from Mumbai to goa and back.,malindo
Minnah K,"Flight cancelled after waiting inside the flight for 2.30 hrs.told us to go home and wait. No care/ concern/ reasoning. Just left us to deal with the rest. Will refund but not for 8 weeks. Absolutely terrible service. Staff very rude, unprofessional and mean. Pls do not choose…",malindo
Waheed,"the price ticket 54 $, its ok i already booking two ticket, in their website they mention 16$ for first luggage 20 kgm, ok i agree and happy, when we arrived airport, they inform us that we too much late we must come 4 hours before flight time to accept our luggage by this…",malindo
VRNPerth,"My 14 year old son, an unaccompanied minor, was flying from Perth to Kochi. We'd asked for this to be noted. Upon check-in at Perth we were assured that this would be taken care of on all legs of the flight, Perth to KL and KL to Kochi. On arrival at Kochi, at 2340 hours in…",malindo
poopshooter,"Miserable airlines. Always late. When we left it was 2 hours delayed. Couple of days before my friends on the same flight was also delayed (3 hours). Return flight no delayed announced but we left close to 30 minutes later. No longer providing food as complimentary, no loss as…",malindo
ZetaeLunaya,"Horrible experienced! The plane left us meanwhile we already had our boarding pass. After received our boarding pass we went directly to the passport checking immigration. It was very very long passport checking. After we got our passport checking settled, we were run directly…",malindo
saurabh g,"I would so not recommend Malindo airlines to anyone especially for any flight more than 2 hours. Food quality is pathetic, so is the service. On a longer flight you will not be able to buy anything as they have very few food options. The only good part was screens that can play…",malindo
Peter s,"Flight 1 hour late, then 2 hours late and finally departed 3 hours 15 minutes late. And this is not the first time a 3 hour plus delay has happened to me with Malindo on this short sector. You just cant rely on them to get you where you need to go in a timeframe that comes…",malindo
Peter s,"They advertise seat back entertainment but on this 6 hour 15 minute flight, most units didnt work. About an hour after departure, they made a robotic announcement verifying this and bluntly informing passengers they are beyond repair. The announcement was so robotic it felt like…",malindo
Nelson C,I recently flew PER-KUL-DMK in October returning in November. These were the problems: 3 hour delay leaving PER. 6 hour delay at KUL. Additional 1 hour delay at KUL. The email from Malindo Air advising me of the first delay was sent just 2.5 hours before the scheduled…,malindo
aslam b,"We had booked a ticket for a friend omfor a flight on 22nd October 2019 through Malindo app(never use the app) payment was deducted but no ticket received. So we called kochi malindo sales team, they advised to rebook and request for a refund. We did the same, and my friend…",malindo
Gail S,"A cheap airline would not use them again, only have luggage one way, no food unless you order and pay before hand, not offered any water during whole flight, no blankets or pillow for the late night flight minor things but you need to be aware when making a booking.",malindo
Alpeace,"I recently flew from Bangkok to LK on Flight OD521 on the 14th December 2019. This flight run 4 hours late, causing me to miss my connecting flight also with malindo Air, traveling from KL to Perth. ON inquiring with a representative of Malindo Air in Bangkok Airport, I was…",malindo
Alekbasil,"This airline is good, cabin service excellent, legroom second to none and I was surprised about this,their planes almost new, all in all a good airline,no doubt about this. The only drawback is their ground staff,but not in all airports and in this case the ground staff at…",malindo
Bailey B,Me and my partner currently flew we this airline and I must say it was the worst experience I have ever had from the minute we arrived we were treated poorly. The service on the plane was on par with the dog “poo” I picked up last week... all you can expect on that plane is…,malindo
The Food Missionary,I'm truly disappointed how this airline is getting from bad to worse. They are very well known from their extreme delays and pushing passengers unto the next flight if their flights are lacking customers. My flight was delayed from more than 5 hours and they had no ground staff…,malindo
katryn kim,"Our experience with Malindo Air was just great. From checking in to boarding and then baggage claim, everything went smoothly. We had no delay and cabin crew were very friendly. Also the price is really good for the service they provide.",malindo
Tim S,We were going from Vietnam to Sri Lanka via Kuala Lumpa. Both flights were delayed with little explanation. Planes are basic. One toilet at the back was out of order but there was no way they were going to let us use the one at the front which is reserved for business class so…,malindo
Md Imtiaz Alam Tanim,Budget airline to travel to places. The airline sits are decent and have access to entertainment system with moderate amount of choices. But entertainment system was not properly functional or available during the Kualalampur - Bali lag. Food needs to be purchased but could not…,malindo
snapytom,"The second time Malindo were very late arriving in Penang. Last time was three hours, this time was over four hours then sitting in plane a long time in Penang and again in KL. So late we missed our flight to Perth. Put on a flight next day but no help in accommodation for the…",malindo
DanHobs,I had a suspicion that this airlibe was going to be terrible from the outset. No more so than the fact I couldn't even book a ticket online. Tried several cards and browsers and no luck. Couldn't get through to the call centre after waiting ages on a few occasions. In the end I…,malindo
Karen L,"first and last time i will fly with this company ,no food ,no drinks only warm cup of water ,rude staff,no entrainment,it wasn't working had to put up with flashing screen all nite,never never again",malindo
Rowie,"Never have I flown with such a terrible airline and I have flown with many! Horrific customer service, plane was freezing and not able to even purchase a coffee on 6.5 hr, 7.45am flight out of Melbourne. Unfortunately I have a return airfare with them. Never again.",malindo
Jen L,"My friend, Sydney, and I were on connecting flight OD-572 from Hanoi to Kuala Lumpur on Tuesday, June 25th, 2019 at 12:30. We then boarded flight OD-215 from Kuala Lumpur to Mumbai on Tuesday, June 25th, 2019 at 19:15. The website says the first 15kgs are free (it has since…",malindo
buitranvinhhien,"I write this review with nuisances in my head right now. I used to like Malindo air due to the good services on plane and comfortable seat and reasonable price compared to Air Asia. This time, I booked a flight from Kuala Lumpur to Ho Chi Minh City and expected to experience the…",malindo
Rakesh Sharma,"Malindo airlines has to have the worst customer service ever I've imagined. We had luggage problems on all four of the flights that we had, all of them telling us that we had much less weight than we had BOUGHT from the website, and then they had to look through the entire page…",malindo
KH_Lye,"This is the third delay in as many months. While the legroom is better than other budget airlines, the timeliness leaves a lot to be desired. My previous flight from SIN-KUL was delayed for 3 hours as it was combined with two later flights. For this last SIN-KUL flight it was…",malindo
Gbald,"We flew with malindo air to and from bali, it was the first and last time. It was a small and old noisey plane the service was rude and terrible? as for the food definitely no good for children. None of the screens work even sold us headphones and wouldn't refund them even…",malindo
bzykac,"After I bought the tickets, they changed the inclusions, no more food included. Ok. I bought a tickets with food, and I had these included in my itinerary, OK, but why they change this ""no food included"" on my Malindo account?, and till my flight always thinking, ""they give a…",malindo
Nitanth,"The website for Malindo Air is very difficult to access and navigate through. Every single service incurs an extra charge. Basic things like water and earphones too. If you do not have sufficient luggage allowance, please book it in advance, even though it might be difficult to…",malindo
Michael Anbumani,Very safe airline and comfortable to travel. We are regular travelers with Malindo Air. Both staff ground crew and cabin crew are very friendly and gave us excellent service. Meals are average. We will continue to use Malindo in future travels.,malindo
Philip Jenny M,Booked with Malindo but off loaded to Batik Air ( sister airline) The cabin crew had an absolute minimum level of English which i felt should have been better coming into and out of Australia. My seat was broken abd i had to move to another. It was the same plane back to Perth 2…,malindo
Deepak Chauhan,Service was good from cabin crew leg space was good as it was my first international journey i was listen that in low cost carrier airlines the leg space is low but i feel good as the siting space was good and entertainment was good charging points are available also as in some…,malindo
THANASEKARAN P,"Last month i have travelled from trichy to kolalambur and from there to hanoi virtnam. Travel in malindo was smooth. BUT provision of pre booked food and supplying of water for sale was real atrocity. Many women, old aged and children were suffered. Provision of pre booked…",malindo
Bajeesh,"Horrible experience in the flight and a part to do with the weather as well. This low cost airline started to give jerks. The turbulence was too much too long. Later, experienced a foul smell from the roof of the flight and immediately noticed the air hostess attending to the…",malindo
M A Matin,"Worth for price and better than other budget airlines. leg space is okay. it was an excellent flight, comfortable and scheduled...",malindo
Michael,"First time using Malindo Air for an international flight and was quite suprised with the comfort during the flight, the IFE has some lastest release movies available and reasonable selection of TV shows as well. i can't comment on the food as i don't eat food supplied on board,…",malindo
sunithadev,Malindo air offers top class service at a very low cost. The flight was comfortable and fast with no delays. The food served was also good. The staff very friendly and in-flight entertainment was also good. Will truly recommend to fly Malindo.,malindo
PamelaMow,"Booked flight online return business class, Confirmation showed business flight to Denpasar and return flight showed first class to Perth. I thought ok i clicked return business online presumed first class was business. On return flight we were seated in economy !! Dont be…",malindo
JibsOz,"What a shocking airline! Dreadful flight, awful service (calling it service is being generous) - when I asked for a bottle of water they asked for payment. As I did not have any Malaysian money, I was sneered at and they carried on down the aisle! The plane was filthy and older…",malindo
prattmk,"I have flown with Malindo several times, when they started the fight to Bali was fantastic. Now unfortunately the last two flights this year have been appalling, They don’t even offer you drinks from the cart unless you ask for it, water is not even offered there is a cost for…",malindo
tonyholmes61,"Inclusive luggage (2x23 kilo bags )carry on ,movies ,meals No alcohol Comfort & flies early so you don’t lose your first day Recommended highly Best price also",malindo
Anantha K,Lovely flight flying with malindo. Everything was great. Slightly Larger leg space as compared to other economy cabins. Food was awesome. One feedback will be to look into opportunity of having earlier flights to kochin instead of late nights,malindo
Tanya,"Staff were rude and it was an effort to get a glass of water. We wanted to purchase food & drink & because we didn’t have Aus dollars, only credit card & Indonesian dollars with us we could not get anything. Seats were so uncomfortable & there was no room in the aisle, you could…",malindo
Alan,"It is the worst airline ever! If you love your time and money please book any other airline except this! As I had the worst experience of a lifetime  Trying to explain the situation to the staff they don’t care a bit! I felt like a freebie, like I didn’t paid them and was…",malindo
Imtiaz Ullah,"We had our flight on 14th August, 2019 from Delhi to Denpesar, Bali via Kualalumpur. Initially, our flight from Delhi was at 10pm and was scheduled to reach at 6am in KL and the connecting flight from KL was at 9 am and scheduled to reach Denpesar at 12noon. However, the flight…",malindo
Vicki W,We has a great flight on Malindo Air. I had to upgrade to business class because it was less expensive than to check one bag on an economy fare. The flight attendants were very attentive and the service was outstanding. I plan to visit Bali again in 2020 and I will book…,malindo
Wilson L,"Super easy flight from KUL to DPS. Highly recommend this flight, the staff are nice and the prices are great.",malindo
Brock H,"I did not book baggage on my ticket because I read online to expect around $25 usd for 10kg bag. When I checked in they informed me it was $25 PER KG and that my one 10kg checked bag would be $250, more than the price of the ticket I purchased. There was no option to upgrade the…",malindo
Tracey A,We paid full price fares for full service airline only drinks was water served in plastic cups no tv or screens staff were rude toilet broke and was leaking up the aisle. We were not allowed to use business class toilet even though there were only 3 people up there x food was…,malindo
Peter F,"This was not a great experience. The plane out of Delhi was 2 hours late, but even before that we couldn't drop off our bags and go through to air side so we had to sit in Delhi departures for some time, uncomfortable and frustrating. We were called to come to bag drop then sent…",malindo
Leon W,"I have booked our flight on Malindo with Expedia and when I did my online check-in there wasn't a section for baggage allowance purchase. And when I have completed the process I realised that there was indeed no baggage allowance, I went back to the system but it would not allow…",malindo
Jessica B,I paid more for a ticket to get to my destination quickly and they sent me an updated itinerary 1 week before my flight where I had an extra 4 hour layover in between (from the cheaper flight). I called to get an alternate and they said there wasn't any choice. Apparently they…,malindo
Deva R,"Everytime flight from india to kul always delayed in the morning, dont know why their so rediculus in managing timming of arrival, doest value the time, poorly managed. Thanks next time is no for malindo..bye",malindo
SquareWorld,"The flight was delayed 3 hours and plus the 2 hours you need to be at the airport, that’s a 5 hour wait for a 1 hour flight, absolutely ridiculous. I’m sorry to say they just lost me as a customer",malindo
Shefali,"On flight experience ok but they do not value your time. Firstly from New Delhi, my flight delayed by 2:30 hrs. When I reached Kuala lumpur, my flight got missed and they transfered me to another flight which was after 10 hours. Even after so long wait time, the next flight got…",malindo
baccus60,"We bought a return flight KUL-TPE. Going was OK but the return trip raised our blood pressure. We booked the flight 6 months before our scheduled trip. Less than a month later, we were informed that our return flight was cancelled and we were put on a another flight set to fly 5…",malindo
SP008,"If you can choose, do not choose Malindo Airline. They have no sense of responsibility to take care of passengers' luggages, that's why they lost mine. The worst part is after the incident, the ""assistance"" provided by the staff at the airport was terrible and awful! They didn't…",malindo
Musthafa S,me my 10 family members traveling to kl airport to cochin chekking counter staff verry hard service not frindely my motherlow asking weel chair but hi not giving al family members waiting one hour checking counter because he saying you’re returning ticket no confirmation because…,malindo
Madeline L,"We flew Malindo for a holiday to Bali. The flights were really cheap ($140pp) and we read a few reviews which left us so worried. There was no need for the anxiety. Malindo were great, just like any other budget airline. It was not a full service flight, and the seats were not…",malindo
A JOSE,"Hi I had travelled to Bangalore from Sydney last week, I had very bad experience with Malindo air in terms of luggage and food, as per policy, I can take 27 kg of luggage including cabin baggage. Firstly, their web checkin was not working, I had to waited long time in the…",malindo
TheTravellerDA,"Not the first time. Its either flights are delayed, retimed or cancelled where you are rebooked on a later flight. I travel frequently on business and its really inconvenient.",malindo
Jofy,They do not include baggage in the flight and it is no where mentioned anywhere during booking the flight. I ended up paying 400AUD for a 13kg baggage!!!! If you are traveling internationally I would highly recommend NOT TO EVERY TRAVEL VIA malindo air!!,malindo
Trilogy50,They should be ashamed to call this business class. very hard seats that barely recline and a extended foot rest thats 2 short? Horrible seats. Service not great either. Compared to their competitors its horrible,malindo
Gretchen H,I can’t recommend this airline! It is terrible! No information according the flight delay! No good customer service. We are traveling with our 9 months old daughter and I checked if the flight is on time and still it says online that it is on time!! But at the counter there…,malindo
Cortney Massie,First time flying with Malindo Air from Brisbane to Bali and I do NOT recommend anyone book flights with this airline !! How it’s still operating is beyond me it should not even be running! Staff are incredibly rude un attentive if you ask for something they give you a dirty…,malindo
Akram M,"Things I liked: - Food - Staff were polite - Lounge access Things I disliked: - Seats were so uncomfortable, very hard. - Head rest doesn't fold, my seat had the fold bent to upwards but couldn't adjust it back. - Head rest was also hard, I mean seriously? How do you…",malindo
Clarkita,". Be prepared for a BUDGET airline and not getting anything much other than transport to another country, as that is what it should be viewed as. The flight staff service was deplorable- very brusque stewardess’. On the way back the flight was 10pm and my husband, daughter and…",malindo
Rajiv T,"After having paid so much, I could probably get a better deal on a regular airlines. Malindo does not show the Weight of Baggage allowance on the ticket and at the time of bording they say this is allowed and that is not allowed. It left a bad taste that they can do this to a…",malindo
Howard W,"For some rates, check in baggage is not included with international flights and not possible to buy the luggage online ahead of the flight. They make you pay for luggage at the airport and it’s incredibly expensive (sometimes more than the flight) Watch out when booking via…",malindo
jayden c,"The worst airline ever. My daughters first time flying and they forgot her meal, then ran out of food in the first 2 hours so she didn’t get to eat for 6 hours (other then small snacks we had). Our tvs did not work and were the only ones not working, when we asked for help they…",malindo
Shibs.W,Very unhelpful staff who don't speak english. Malindo staff made an error on my booking and would not refund me the difference. All I wanted was to upgrade my baggage allowance TO 30kg but they added 30kg to my pre-existing 15kg instead giving me a total of 45kg which I did not…,malindo
Naveen Raaj S,"Malindo Air needs to get its staffing correct. If it's flying to Tamil Nadu with almost 95% of its passengers being Indian, it would common sense to have at least one or two Tamil speaking staffs in the plane. What's the use of having good English speaking staff when your…",malindo
Jason S,"First and last time flying with Malindo Air. Good point - plenty of legroom in business class. Bad Points - no access to Lounge, plane seats are very uncomfortable and hardly recline, no in-flight entertainment (on the flight to Bali they said there was a technical issue with…",malindo
Cristina,I traveled with my husband and 20 month old son this month to Bali for a family vacay. Both flights were atrocious and by far the worst flight I have ever had! - we were put seats apart making the 6 hour flight difficult because we couldn’t support each other with our son. -…,malindo
JohnMELSIN,Malindo Air has an extremely poor attitude to customer communication. This is not the first time I have experienced this. This is actually the third time and I will not fly with them again. 1st time - SZB to JHB - aborted landing. I understand this may have happened for…,malindo
Anna Keizer,"Myself and my boyfriend flew from Melbourne to Bali which went fine, the in-flight entertainment was working and we received some (very average) food and a cup of water. However before boarding the plane for the return flight, security made all passengers throw out any bottles…",malindo
Joe S,Excellent airline. Great comfortable seats with heaps of leg room. Friendly and extremely accomodating staff. Highly recommend. Will never fly with the other airlines to Bali again. Great price. Very clean aircraft. Good entertainment. I had my own headphones so not sure if they…,malindo
lemmy,"PLEASE READ AND SAVE MONEY. I purchased a ticket from KL to Bali, flight OD 171 (It's actually called 0D 0171), so that's the first issue, wrong flight number. Second issue was the booking reference was wrong. The 6 digit number I got from the company selling the ticket had a…",malindo
Aaa,"Wonderful experience with Malindo Air, the flight was great with very good staff, plane was clean and pleasant, food was very good, would highly recommend travelling with this airline, also applied for a refund on another flight which was quite an easy process with very helpful…",malindo
Holydaymaker,The day prior to my flight I received a confirmation that my flight had left two months earlier!! I was horrified as I have never seen such a gross stupid error - then I visited the shabby Melindo Air office ar Denpasar airport and the staff were ignorant of the error which…,malindo
Dds,"The air conditioning went off several times before flight and during. It was terrible. Passengers were complaining and restless. Cabin crew had faked smiles, were clueless, didn’t handle issues well and really not polite. Cared more about their makeup than customer service. I…",malindo
Shashank K,Water and headphones for expensive charges. After having security check one does not have water and the airline do not even provide water for free. Blankets and headphones are also on rent. Why do we pay such huge amount and still receive nothing. No customer satisfaction. Would…,malindo
JustVee1710,From service to meal everything was great for me. Seating was generous for economy class. Will definitely recommend.,malindo
Mahendra Adhikari,I like the comfortableness & crew member are good. Food seems ok. I went to Malaysia from it. Over all airlines is good * cheap too,malindo
sunnyooi,"Always postponed flight or cancel your flight without notification. And they will charge your on passenger name amendment (with is absurd because other airline don't apply this). And i wish to cancel my flight of rm138++, but they wanted to charge me penalty fee rm300 which is…",malindo
Alan C,"The flight was pat of a deal so one had to take what one was given. Ground staff in Sydney were good and so were those in Apia, except for a computer break down. Female at gate shouted at passengers that it was her gate and would run as she said so do as you are told. Seats were…",malindo
snigdha,The most horrible service that u will ever come across. We were travelling as a family and had to cancel our flight because of a family medical emergency. Singapore Airlines refunded our entire booking amount as soon as they heard of the case. While it's been more than 70 days…,malindo
Priya,"These are the worst airlines I have ever travelled Initially they don’t start the air conditionings till the take off so to make people thirsty, don’t allow water bottles inside the air craft and after that decrease the ac temperature  to too low so to frozen up the…",malindo
Greyman58,Check in was fine at Perth although flight was delayed for 30mins for no reason on arrival at KL we were told our baggage had been unloaded at Perth with other passengers bags explanation was plane was overloaded. I always thought airlines were clever enough to workout what the…,malindo
Maureen M,"As a result of an email I received from Malindo requesting feedback, I thought I would share some Issues we faced on return trip: 1. DPS – not enough check in staff 2. Attendants particularly grumpy MEL-DPS- unhelpful and “chaotic”. “Chaotic” was appropriately used by another…",malindo
Shruti A,"Firstly, extremely rude airport staff at the mumbai airport. I had booked a full fare ticket with no mention to pre-book checked in luggage spent 75k INR for 2 tickets which is pricey (comparison Malaysian airline was available for 82k). On the airport they tell us first to pay…",malindo
Relax296524,Don’t fly with this airline ever.... $20 a kilogram for luggage where the online service did not allow for option and said pay at checkout,malindo
Peter Stickland,"A great flight from Perth to Malaysia, I love this airline, it is Economical, leaves on time, & has some really great Flight Staff. Coupled with this, Malindo Air strives to excell in a very competitive market, support from air travellers would certainly held.",malindo
Ztayob,"I booked business class. It was basically premium economy. Stewards were very friendly and helpful. When I checked in at KL , they tried to charge me for extra baggage even though I was within my limit. They also denied me access to the lounge saying there was a change in…",malindo
judykennedy916,NEVER USE THIS AIRLINE. You were given nothing and even had to buy you earphones THAT DID NOT WORK. THEN THEY LOST MY LUGGAGE and then they lied saying it was at Sydney. When I know it was not as the ground staff had checked the list and it had not even been put on the…,malindo
Lara E,"As soon as we boarded we were informed that there would be in-flight entertainment due to a ""technical error"". This alone made the seven hour flight hell. When I tried to buy a beer, the hostess' did the currency conversions in their head and charged me far more than were…",malindo
Harshit Shah,"Very bad experience in flight as I was denied food even though I had selected Veg Jain Meal(VJML) while buying my tickets, But i was informed in flight that they have stopped free meal from 15th Oct 2019. I checked there website it was mentioned that flights tickets booked after…",malindo
Arvin G,"Getting over the anxiousness of flying with this mob in the first place given their questionable reputation for safety, we paid for an upgrade to business class to make it hopefully more comfortable. The staff had no idea if the plane had entertainment or not when asked. …",malindo
Patel,"Extremely poor service from this airline. Firstly, when we made the booking, we purchased seats so our family could sit together. There was 5 of us travelling in total and only 3 of the purchased seats were confirmed, even though we allocated and booked at the same time and PAID…",malindo
Terry B,I am very disappointed with my last flight with Malindo air I purchased premium seats for myself and my wife. My issue started when the air hostess moved a very large gentleman from the back of the plane to the seat next to mine. The gentleman was so big his body overlapped his…,malindo
Lynne C,The most dreadful flight I have ever been on. The flight crew extremely unfriendly. I don't know when they food came from but it was not fit for human consumption.,malindo
David C,I’ve read some complaints and bad reviews about Malindo so wasn’t sure what to expect. They performed as a budget airline should. They got me from point a to point b comfortably and with no fuss. Pleasant staff. Will use again,malindo
J_W,"I paid approximately $600 for a one way flight, I do not consider this “budget” pricing and therefore did not expect the below budget experience. Whilst I understood snacks and drinks needed to be purchased, I by no means expected that only 1 small cup of water along with your…",malindo
ppmomar,"Excellent service from ground staff and air stewardess. The service are smooth from beginning, start from booking, check-in and on-board. My wife and I are very satisfied with the service from this airline. We will definitely use this airline service in the future if any.",malindo
1peterb,"We flew from KL to Perth and boarded on time but then had to sit in the plane at the terminal for 3 and half hours waiting for Air traffic control to release us. The plane was only operating on auxiliary power so air con was poor and the plane heated up very quickly, especially…",malindo
Cnnia Y,Especially flight on Friday night flight. Flight always delay and it seem like standard to them. Hope they will improve the service. I would recommend not to use their service on Fri Night. They always delay half an half an hour till 11 plus then depart,malindo
Brian Lai,The flight was suppose to depart on 11am SZB to PEN. Then I received the delay to 11:40am announcement one day before the flight date. Which is good so that Passenger can arrange their time in advanced. Next day we boarding on 11:10am. The plane was landed on 11:20. Everybuddy…,malindo
Sumit A,"Couldn't help in adding baggage even 10 hours before the flight as I had done web check-in earlier. I understand about the T&C but customers need help sometimes. Rather than help, KL call centre team leader Shashi was rude asking me to go and manage myself (refused to tell me…",malindo
Youmonkey,Just arrive home after all horrible day flying with this airline. Hanoi to bali beginning with argument with check in staff because of their fault ads of luggage 20kg nope they said we have to pay 570$ USD what a joke! Than it say there is screen on the plane but no there is…,malindo
Nic,Turned bad in 2019 the only reason I booked with malindo over the past year as their prices are great and service And always on time but the past month constant delays no more drinking water in a cup even if your sitting for hours in the plane because of a delay and they won’t…,malindo
Lidiac,First time flight & never again. Flight change from Malaysian Air to this Malindo Air - we were not notified so not happy about this either. Crappiest flight in a long long time. Meals were not provided - poor quality according to fellow passengers - & water only if we paid!…,malindo
Krishna A,"My journey details are following: Malindo air 158 DPS to KUL Thu, Oct 10, 12:45 PM Malindo air 205 KUL to DEL Thu, Oct 10, 6:00 PM During first journey, i felt uncomfortable physically and slowly i was having fever. In next journey, temp rose to 102.5 degree C. I requested a…",malindo
Trish C,"Return flight from Bali. Freezing cold cabin, inflight entertainment didn't work. No water provided outside of crappy meal. Flight over was ditto for entertainment but we got water when requested & temleratute ok. I will never fly Malindo again.",malindo
56petercook,"Don’t do it! Seat with no window, food too hot to eat and no entertainment that worked, a disgrace! Xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",malindo
56petercook,My husband and I and my two teenage sons flew Malindo during school holidays to Bali and paid the huge price of $800 each. We requested our travel agent months in advance to book window seats for the boys but were unable to. I tried to book window seats online but was unable to.…,malindo
Scuba2013,"I haven't even flown yet which is why I'm unsure whether to recommend the actual flight but the website is absolutely terrible and so is the back up customer service, I emailed the Perth WA office because the website kept crashing and I was unable to change my dates. Well I…",malindo
Umangjeet,"I had checked in baggage pre-booked but Malindo staff on checkin counter asked us to take it along as it was less than 7 kgs! Just while standing in the queue for boarding, a ground staff lady started clicking photos of our baggage, and just told us that we can not take it along…",malindo
Jason Jay,"ask everyone else who flew with Malindo before, always delay, don't take this company if you have urgent matters to attend to.",malindo
